#gene_id	transcript_id	gene	oId	cmp_ref	cmp_ref_gene	DAVID_Gene	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_000024	TCONS_00000008	-	CUFF.26.2	rna-XM_066076436.1	LOC109619215	LOC109619215	XLOC_000024	-	NC_088853.1:2036657-2038785	E_51	C_38	OK	396.494	1237.51	1.64207	2.12998	0.0014	0.044896	yes
XLOC_000024	TCONS_00001118	-	CUFF.18.1	rna-XM_066076436.1	LOC109619215	LOC109619215	XLOC_000024	-	NC_088853.1:2036657-2038785	E_51	C_38	OK	396.494	1237.51	1.64207	2.12998	0.0014	0.044896	yes
XLOC_000024	TCONS_00001742	-	CUFF.11.1	rna-XM_066076436.1	LOC109619215	LOC109619215	XLOC_000024	-	NC_088853.1:2036657-2038785	E_51	C_38	OK	396.494	1237.51	1.64207	2.12998	0.0014	0.044896	yes
XLOC_000024	TCONS_00003505	-	CUFF.26.1	rna-XM_066076436.1	LOC109619215	LOC109619215	XLOC_000024	-	NC_088853.1:2036657-2038785	E_51	C_38	OK	396.494	1237.51	1.64207	2.12998	0.0014	0.044896	yes
XLOC_000024	TCONS_00004449	-	CUFF.16.1	rna-XM_066076436.1	LOC109619215	LOC109619215	XLOC_000024	-	NC_088853.1:2036657-2038785	E_51	C_38	OK	396.494	1237.51	1.64207	2.12998	0.0014	0.044896	yes
XLOC_000024	TCONS_00005116	-	CUFF.26.1	rna-XM_066076436.1	LOC109619215	LOC109619215	XLOC_000024	-	NC_088853.1:2036657-2038785	E_51	C_38	OK	396.494	1237.51	1.64207	2.12998	0.0014	0.044896	yes
XLOC_000024	TCONS_00005465	-	CUFF.26.1	rna-XM_066076436.1	LOC109619215	LOC109619215	XLOC_000024	-	NC_088853.1:2036657-2038785	E_51	C_38	OK	396.494	1237.51	1.64207	2.12998	0.0014	0.044896	yes
XLOC_000024	TCONS_00005896	-	CUFF.18.1	rna-XM_066076436.1	LOC109619215	LOC109619215	XLOC_000024	-	NC_088853.1:2036657-2038785	E_51	C_38	OK	396.494	1237.51	1.64207	2.12998	0.0014	0.044896	yes
XLOC_000032	TCONS_00002864	-	CUFF.53.1	-	-	-	XLOC_000032	-	NC_088853.1:3009591-3010053	E_51	C_38	OK	0	70.2799	inf	-nan	5e-05	0.003229	yes
XLOC_000032	TCONS_00003507	-	CUFF.37.1	-	-	-	XLOC_000032	-	NC_088853.1:3009591-3010053	E_51	C_38	OK	0	70.2799	inf	-nan	5e-05	0.003229	yes
XLOC_000033	TCONS_00002865	-	CUFF.38.1	-	-	-	XLOC_000033	-	NC_088853.1:3010594-3010791	E_51	C_38	OK	0	253.356	inf	-nan	5e-05	0.003229	yes
XLOC_000106	TCONS_00002416	-	CUFF.59.1	rna-XR_010711290.1	LOC105330869	LOC105330869	XLOC_000106	-	NC_088853.1:5002582-5004137	E_51	C_38	OK	18.2564	63.1681	1.7908	2.04203	0.00085	0.0312921	yes
XLOC_000106	TCONS_00002417	-	CUFF.86.1	rna-XR_010711290.1	LOC105330869	LOC105330869	XLOC_000106	-	NC_088853.1:5002582-5004137	E_51	C_38	OK	18.2564	63.1681	1.7908	2.04203	0.00085	0.0312921	yes
XLOC_000106	TCONS_00005476	-	CUFF.92.1	rna-XR_010711290.1	LOC105330869	LOC105330869	XLOC_000106	-	NC_088853.1:5002582-5004137	E_51	C_38	OK	18.2564	63.1681	1.7908	2.04203	0.00085	0.0312921	yes
XLOC_000145	TCONS_00000066	-	CUFF.90.1	rna-XM_011423900.4	LOC105324739	LOC105324739	XLOC_000145	-	NC_088853.1:5679919-5680307	E_51	C_38	OK	235.208	99.0801	-1.24727	-2.86862	5e-05	0.003229	yes
XLOC_000154	TCONS_00000075	-	CUFF.126.1	-	-	-	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00000076	-	CUFF.125.1	-	-	-	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00000077	-	CUFF.175.1	rna-XR_010713040.1	LOC117687695	LOC117687695	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00001153	-	CUFF.104.1	-	-	-	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00001154	-	CUFF.135.1	rna-XR_010713040.1	LOC117687695	LOC117687695	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00001781	-	CUFF.174.1	-	-	-	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00001782	-	CUFF.145.1	-	-	-	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00001783	-	CUFF.144.1	-	-	-	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00002428	-	CUFF.112.1	rna-XR_010713040.1	LOC117687695	LOC117687695	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00004192	-	CUFF.116.1	rna-XR_010713040.1	LOC117687695	LOC117687695	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00004466	-	CUFF.155.1	rna-XR_010713040.1	LOC117687695	LOC117687695	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
XLOC_000154	TCONS_00004890	-	CUFF.101.1	-	-	-	XLOC_000154	-	NC_088853.1:6613248-6618949	E_51	C_38	OK	2293.52	4023.96	0.811054	2.55174	5e-05	0.003229	yes
